start,end,text,words,speaker
154.31,164.785,"I feel like when I go there, like the night at Miru, I'm gonna hurt your feelings, I'm gonna make you feel bad.","[{'word': 'I', 'start': np.float64(154.31), 'end': np.float64(154.39), 'score': np.float64(0.952), 'speaker': 'SPEAKER_01'}, {'word': 'feel', 'start': np.float64(154.45), 'end': np.float64(154.611), 'score': np.float64(0.839), 'speaker': 'SPEAKER_01'}, {'word': 'like', 'start': np.float64(154.671), 'end': np.float64(154.851), 'score': np.float64(0.763), 'speaker': 'SPEAKER_01'}, {'word': 'when', 'start': np.float64(155.712), 'end': np.float64(155.892), 'score': np.float64(0.864), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(155.932), 'end': np.float64(156.013), 'score': np.float64(0.739), 'speaker': 'SPEAKER_01'}, {'word': 'go', 'start': np.float64(156.053), 'end': np.float64(156.213), 'score': np.float64(0.919), 'speaker': 'SPEAKER_01'}, {'word': 'there,', 'start': np.float64(156.253), 'end': np.float64(156.553), 'score': np.float64(0.821), 'speaker': 'SPEAKER_01'}, {'word': 'like', 'start': np.float64(157.615), 'end': np.float64(157.775), 'score': np.float64(0.813), 'speaker': 'SPEAKER_01'}, {'word': 'the', 'start': np.float64(157.835), 'end': np.float64(157.935), 'score': np.float64(0.803), 'speaker': 'SPEAKER_01'}, {'word': 'night', 'start': np.float64(157.995), 'end': np.float64(158.176), 'score': np.float64(0.789), 'speaker': 'SPEAKER_01'}, {'word': 'at', 'start': np.float64(158.256), 'end': np.float64(158.356), 'score': np.float64(0.972), 'speaker': 'SPEAKER_01'}, {'word': 'Miru,', 'start': np.float64(158.596), 'end': np.float64(159.417), 'score': np.float64(0.756), 'speaker': 'SPEAKER_01'}, {'word': ""I'm"", 'start': np.float64(160.9), 'end': np.float64(162.382), 'score': np.float64(0.97), 'speaker': 'SPEAKER_01'}, {'word': 'gonna', 'start': np.float64(162.402), 'end': np.float64(162.562), 'score': np.float64(0.437), 'speaker': 'SPEAKER_01'}, {'word': 'hurt', 'start': np.float64(162.602), 'end': np.float64(162.722), 'score': np.float64(0.799), 'speaker': 'SPEAKER_01'}, {'word': 'your', 'start': np.float64(162.742), 'end': np.float64(162.862), 'score': np.float64(0.75), 'speaker': 'SPEAKER_01'}, {'word': 'feelings,', 'start': np.float64(162.903), 'end': np.float64(163.323), 'score': np.float64(0.854), 'speaker': 'SPEAKER_01'}, {'word': ""I'm"", 'start': np.float64(163.684), 'end': np.float64(163.764), 'score': np.float64(0.937), 'speaker': 'SPEAKER_01'}, {'word': 'gonna', 'start': np.float64(163.804), 'end': np.float64(163.944), 'score': np.float64(0.406), 'speaker': 'SPEAKER_01'}, {'word': 'make', 'start': np.float64(164.004), 'end': np.float64(164.104), 'score': np.float64(0.996), 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': np.float64(164.144), 'end': np.float64(164.224), 'score': np.float64(0.767), 'speaker': 'SPEAKER_01'}, {'word': 'feel', 'start': np.float64(164.264), 'end': np.float64(164.445), 'score': np.float64(0.595), 'speaker': 'SPEAKER_01'}, {'word': 'bad.', 'start': np.float64(164.505), 'end': np.float64(164.785), 'score': np.float64(0.937), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
164.805,173.678,"And I was being really vulnerable that night, so I wasn't thinking about what I was saying, I was just talking.","[{'word': 'And', 'start': np.float64(164.805), 'end': np.float64(167.449), 'score': np.float64(0.898), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(167.489), 'end': np.float64(167.529), 'score': np.float64(0.85), 'speaker': 'SPEAKER_01'}, {'word': 'was', 'start': np.float64(167.569), 'end': np.float64(167.669), 'score': np.float64(0.706), 'speaker': 'SPEAKER_01'}, {'word': 'being', 'start': np.float64(167.729), 'end': np.float64(167.91), 'score': np.float64(0.88), 'speaker': 'SPEAKER_01'}, {'word': 'really', 'start': np.float64(168.03), 'end': np.float64(168.27), 'score': np.float64(0.794), 'speaker': 'SPEAKER_01'}, {'word': 'vulnerable', 'start': np.float64(168.33), 'end': np.float64(168.771), 'score': np.float64(0.82), 'speaker': 'SPEAKER_01'}, {'word': 'that', 'start': np.float64(168.791), 'end': np.float64(168.991), 'score': np.float64(0.723), 'speaker': 'SPEAKER_01'}, {'word': 'night,', 'start': np.float64(169.051), 'end': np.float64(169.292), 'score': np.float64(0.869), 'speaker': 'SPEAKER_01'}, {'word': 'so', 'start': np.float64(169.512), 'end': np.float64(169.612), 'score': np.float64(0.802), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(169.652), 'end': np.float64(169.692), 'score': np.float64(0.958), 'speaker': 'SPEAKER_01'}, {'word': ""wasn't"", 'start': np.float64(169.752), 'end': np.float64(170.033), 'score': np.float64(0.819), 'speaker': 'SPEAKER_01'}, {'word': 'thinking', 'start': np.float64(170.213), 'end': np.float64(170.654), 'score': np.float64(0.867), 'speaker': 'SPEAKER_01'}, {'word': 'about', 'start': np.float64(170.734), 'end': np.float64(170.914), 'score': np.float64(0.606), 'speaker': 'SPEAKER_01'}, {'word': 'what', 'start': np.float64(170.954), 'end': np.float64(171.054), 'score': np.float64(0.95), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(171.114), 'end': np.float64(171.154), 'score': np.float64(0.958), 'speaker': 'SPEAKER_01'}, {'word': 'was', 'start': np.float64(171.194), 'end': np.float64(171.315), 'score': np.float64(0.766), 'speaker': 'SPEAKER_01'}, {'word': 'saying,', 'start': np.float64(171.375), 'end': np.float64(171.775), 'score': np.float64(0.76), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(171.795), 'end': np.float64(171.815), 'score': np.float64(0.999), 'speaker': 'SPEAKER_01'}, {'word': 'was', 'start': np.float64(172.076), 'end': np.float64(172.176), 'score': np.float64(0.713), 'speaker': 'SPEAKER_01'}, {'word': 'just', 'start': np.float64(172.256), 'end': np.float64(172.396), 'score': np.float64(0.652), 'speaker': 'SPEAKER_01'}, {'word': 'talking.', 'start': np.float64(172.456), 'end': np.float64(173.678), 'score': np.float64(0.892), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
173.843,176.566, And then I felt so bad when you told me that it kind of hurt your feelings.,"[{'word': 'And', 'start': np.float64(173.843), 'end': np.float64(174.023), 'score': np.float64(0.621), 'speaker': 'SPEAKER_01'}, {'word': 'then', 'start': np.float64(174.043), 'end': np.float64(174.143), 'score': np.float64(0.718), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(174.183), 'end': np.float64(174.223), 'score': np.float64(0.901), 'speaker': 'SPEAKER_01'}, {'word': 'felt', 'start': np.float64(174.283), 'end': np.float64(174.424), 'score': np.float64(0.876), 'speaker': 'SPEAKER_01'}, {'word': 'so', 'start': np.float64(174.484), 'end': np.float64(174.584), 'score': np.float64(0.822), 'speaker': 'SPEAKER_01'}, {'word': 'bad', 'start': np.float64(174.644), 'end': np.float64(174.784), 'score': np.float64(0.992), 'speaker': 'SPEAKER_01'}, {'word': 'when', 'start': np.float64(174.824), 'end': np.float64(174.924), 'score': np.float64(0.848), 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': np.float64(174.944), 'end': np.float64(175.044), 'score': np.float64(0.552), 'speaker': 'SPEAKER_01'}, {'word': 'told', 'start': np.float64(175.084), 'end': np.float64(175.204), 'score': np.float64(0.761), 'speaker': 'SPEAKER_01'}, {'word': 'me', 'start': np.float64(175.244), 'end': np.float64(175.284), 'score': np.float64(0.631), 'speaker': 'SPEAKER_01'}, {'word': 'that', 'start': np.float64(175.325), 'end': np.float64(175.405), 'score': np.float64(0.919), 'speaker': 'SPEAKER_01'}, {'word': 'it', 'start': np.float64(175.465), 'end': np.float64(175.505), 'score': np.float64(0.838), 'speaker': 'SPEAKER_01'}, {'word': 'kind', 'start': np.float64(175.525), 'end': np.float64(175.685), 'score': np.float64(0.449), 'speaker': 'SPEAKER_01'}, {'word': 'of', 'start': np.float64(175.705), 'end': np.float64(175.745), 'score': np.float64(0.472), 'speaker': 'SPEAKER_01'}, {'word': 'hurt', 'start': np.float64(175.765), 'end': np.float64(175.885), 'score': np.float64(0.922), 'speaker': 'SPEAKER_01'}, {'word': 'your', 'start': np.float64(175.925), 'end': np.float64(176.045), 'score': np.float64(0.72), 'speaker': 'SPEAKER_01'}, {'word': 'feelings.', 'start': np.float64(176.085), 'end': np.float64(176.566), 'score': np.float64(0.839), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
177.046,183.953,So I am hesitant to really be honest with you about what it was like for me when you were small.,"[{'word': 'So', 'start': np.float64(177.046), 'end': np.float64(177.487), 'score': np.float64(0.898), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(177.507), 'end': np.float64(177.527), 'score': np.float64(0.999), 'speaker': 'SPEAKER_01'}, {'word': 'am', 'start': np.float64(177.907), 'end': np.float64(177.987), 'score': np.float64(0.92), 'speaker': 'SPEAKER_01'}, {'word': 'hesitant', 'start': np.float64(178.087), 'end': np.float64(178.588), 'score': np.float64(0.872), 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': np.float64(178.688), 'end': np.float64(178.828), 'score': np.float64(0.99), 'speaker': 'SPEAKER_01'}, {'word': 'really', 'start': np.float64(179.949), 'end': np.float64(180.33), 'score': np.float64(0.612), 'speaker': 'SPEAKER_01'}, {'word': 'be', 'start': np.float64(180.41), 'end': np.float64(180.55), 'score': np.float64(0.995), 'speaker': 'SPEAKER_01'}, {'word': 'honest', 'start': np.float64(180.71), 'end': np.float64(181.15), 'score': np.float64(0.742), 'speaker': 'SPEAKER_01'}, {'word': 'with', 'start': np.float64(181.19), 'end': np.float64(181.331), 'score': np.float64(0.699), 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': np.float64(181.411), 'end': np.float64(181.571), 'score': np.float64(0.997), 'speaker': 'SPEAKER_01'}, {'word': 'about', 'start': np.float64(181.671), 'end': np.float64(181.871), 'score': np.float64(0.897), 'speaker': 'SPEAKER_01'}, {'word': 'what', 'start': np.float64(181.931), 'end': np.float64(182.071), 'score': np.float64(0.863), 'speaker': 'SPEAKER_01'}, {'word': 'it', 'start': np.float64(182.111), 'end': np.float64(182.151), 'score': np.float64(0.996), 'speaker': 'SPEAKER_01'}, {'word': 'was', 'start': np.float64(182.192), 'end': np.float64(182.292), 'score': np.float64(0.533), 'speaker': 'SPEAKER_01'}, {'word': 'like', 'start': np.float64(182.372), 'end': np.float64(182.552), 'score': np.float64(0.796), 'speaker': 'SPEAKER_01'}, {'word': 'for', 'start': np.float64(182.632), 'end': np.float64(182.752), 'score': np.float64(0.982), 'speaker': 'SPEAKER_01'}, {'word': 'me', 'start': np.float64(182.792), 'end': np.float64(182.912), 'score': np.float64(0.816), 'speaker': 'SPEAKER_01'}, {'word': 'when', 'start': np.float64(182.972), 'end': np.float64(183.072), 'score': np.float64(0.753), 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': np.float64(183.112), 'end': np.float64(183.193), 'score': np.float64(0.847), 'speaker': 'SPEAKER_01'}, {'word': 'were', 'start': np.float64(183.213), 'end': np.float64(183.373), 'score': np.float64(0.743), 'speaker': 'SPEAKER_01'}, {'word': 'small.', 'start': np.float64(183.593), 'end': np.float64(183.953), 'score': np.float64(0.947), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
186.716,188.678,"Yeah, I just felt like I wasn't doing anything right.","[{'word': 'Yeah,', 'start': np.float64(186.716), 'end': np.float64(186.956), 'score': np.float64(0.644), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(186.976), 'end': np.float64(186.996), 'score': np.float64(0.911), 'speaker': 'SPEAKER_01'}, {'word': 'just', 'start': np.float64(187.097), 'end': np.float64(187.217), 'score': np.float64(0.89), 'speaker': 'SPEAKER_01'}, {'word': 'felt', 'start': np.float64(187.237), 'end': np.float64(187.357), 'score': np.float64(0.676), 'speaker': 'SPEAKER_01'}, {'word': 'like', 'start': np.float64(187.377), 'end': np.float64(187.477), 'score': np.float64(0.728), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(187.517), 'end': np.float64(187.557), 'score': np.float64(0.968), 'speaker': 'SPEAKER_01'}, {'word': ""wasn't"", 'start': np.float64(187.617), 'end': np.float64(187.837), 'score': np.float64(0.843), 'speaker': 'SPEAKER_01'}, {'word': 'doing', 'start': np.float64(187.857), 'end': np.float64(188.017), 'score': np.float64(0.654), 'speaker': 'SPEAKER_01'}, {'word': 'anything', 'start': np.float64(188.098), 'end': np.float64(188.378), 'score': np.float64(0.905), 'speaker': 'SPEAKER_01'}, {'word': 'right.', 'start': np.float64(188.438), 'end': np.float64(188.678), 'score': np.float64(0.865), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
190.54,192.542,So that was really hard.,"[{'word': 'So', 'start': np.float64(190.54), 'end': np.float64(190.68), 'score': np.float64(0.946), 'speaker': 'SPEAKER_01'}, {'word': 'that', 'start': np.float64(190.7), 'end': np.float64(190.88), 'score': np.float64(0.91), 'speaker': 'SPEAKER_01'}, {'word': 'was', 'start': np.float64(191.841), 'end': np.float64(191.941), 'score': np.float64(0.715), 'speaker': 'SPEAKER_01'}, {'word': 'really', 'start': np.float64(191.981), 'end': np.float64(192.202), 'score': np.float64(0.8), 'speaker': 'SPEAKER_01'}, {'word': 'hard.', 'start': np.float64(192.282), 'end': np.float64(192.542), 'score': np.float64(0.829), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
193.103,195.285,"Yeah, it was really, really hard.","[{'word': 'Yeah,', 'start': np.float64(193.103), 'end': np.float64(193.963), 'score': np.float64(0.847), 'speaker': 'SPEAKER_01'}, {'word': 'it', 'start': np.float64(194.284), 'end': np.float64(194.324), 'score': np.float64(0.052), 'speaker': 'SPEAKER_01'}, {'word': 'was', 'start': np.float64(194.344), 'end': np.float64(194.484), 'score': np.float64(0.867), 'speaker': 'SPEAKER_01'}, {'word': 'really,', 'start': np.float64(194.524), 'end': np.float64(194.764), 'score': np.float64(0.844), 'speaker': 'SPEAKER_01'}, {'word': 'really', 'start': np.float64(194.804), 'end': np.float64(195.005), 'score': np.float64(0.798), 'speaker': 'SPEAKER_01'}, {'word': 'hard.', 'start': np.float64(195.065), 'end': np.float64(195.285), 'score': np.float64(0.896), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
195.505,202.332,"And I think I made, instead of listening to my own instincts and gut feeling,","[{'word': 'And', 'start': np.float64(195.505), 'end': np.float64(195.585), 'score': np.float64(0.938), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(195.625), 'end': np.float64(195.685), 'score': np.float64(0.887), 'speaker': 'SPEAKER_01'}, {'word': 'think', 'start': np.float64(195.725), 'end': np.float64(195.905), 'score': np.float64(0.814), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(195.966), 'end': np.float64(196.026), 'score': np.float64(0.994), 'speaker': 'SPEAKER_01'}, {'word': 'made,', 'start': np.float64(196.086), 'end': np.float64(196.306), 'score': np.float64(0.967), 'speaker': 'SPEAKER_01'}, {'word': 'instead', 'start': np.float64(196.366), 'end': np.float64(198.348), 'score': np.float64(0.782), 'speaker': 'SPEAKER_01'}, {'word': 'of', 'start': np.float64(198.388), 'end': np.float64(198.428), 'score': np.float64(1.0), 'speaker': 'SPEAKER_01'}, {'word': 'listening', 'start': np.float64(198.488), 'end': np.float64(198.788), 'score': np.float64(0.676), 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': np.float64(198.808), 'end': np.float64(198.868), 'score': np.float64(0.744), 'speaker': 'SPEAKER_01'}, {'word': 'my', 'start': np.float64(198.929), 'end': np.float64(199.049), 'score': np.float64(0.67), 'speaker': 'SPEAKER_01'}, {'word': 'own', 'start': np.float64(199.269), 'end': np.float64(199.389), 'score': np.float64(0.988), 'speaker': 'SPEAKER_01'}, {'word': 'instincts', 'start': np.float64(199.409), 'end': np.float64(200.61), 'score': np.float64(0.778), 'speaker': 'SPEAKER_01'}, {'word': 'and', 'start': np.float64(201.211), 'end': np.float64(201.291), 'score': np.float64(0.809), 'speaker': 'SPEAKER_01'}, {'word': 'gut', 'start': np.float64(201.351), 'end': np.float64(201.511), 'score': np.float64(0.749), 'speaker': 'SPEAKER_01'}, {'word': 'feeling,', 'start': np.float64(201.571), 'end': np.float64(202.332), 'score': np.float64(0.851), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
203.273,206.157, which was hard to do because I didn't have a strong mother figure.,"[{'word': 'which', 'start': np.float64(203.273), 'end': np.float64(203.473), 'score': np.float64(0.854), 'speaker': 'SPEAKER_01'}, {'word': 'was', 'start': np.float64(203.533), 'end': np.float64(203.613), 'score': np.float64(0.757), 'speaker': 'SPEAKER_01'}, {'word': 'hard', 'start': np.float64(203.674), 'end': np.float64(203.854), 'score': np.float64(0.881), 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': np.float64(203.894), 'end': np.float64(203.954), 'score': np.float64(0.752), 'speaker': 'SPEAKER_01'}, {'word': 'do', 'start': np.float64(203.994), 'end': np.float64(204.094), 'score': np.float64(0.994), 'speaker': 'SPEAKER_01'}, {'word': 'because', 'start': np.float64(204.174), 'end': np.float64(204.435), 'score': np.float64(0.891), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(204.455), 'end': np.float64(204.475), 'score': np.float64(0.999), 'speaker': 'SPEAKER_01'}, {'word': ""didn't"", 'start': np.float64(204.735), 'end': np.float64(204.915), 'score': np.float64(0.735), 'speaker': 'SPEAKER_01'}, {'word': 'have', 'start': np.float64(204.975), 'end': np.float64(205.076), 'score': np.float64(0.824), 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': np.float64(205.116), 'end': np.float64(205.136), 'score': np.float64(0.765), 'speaker': 'SPEAKER_01'}, {'word': 'strong', 'start': np.float64(205.156), 'end': np.float64(205.476), 'score': np.float64(0.736), 'speaker': 'SPEAKER_01'}, {'word': 'mother', 'start': np.float64(205.536), 'end': np.float64(205.777), 'score': np.float64(0.918), 'speaker': 'SPEAKER_01'}, {'word': 'figure.', 'start': np.float64(205.837), 'end': np.float64(206.157), 'score': np.float64(0.866), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
206.738,208.741,So I didn't have- You didn't have a mom.,"[{'word': 'So', 'start': np.float64(206.738), 'end': np.float64(206.858), 'score': np.float64(0.929), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(206.898), 'end': np.float64(206.938), 'score': np.float64(0.857), 'speaker': 'SPEAKER_01'}, {'word': ""didn't"", 'start': np.float64(206.978), 'end': np.float64(207.179), 'score': np.float64(0.827), 'speaker': 'SPEAKER_01'}, {'word': 'have-', 'start': np.float64(207.239), 'end': np.float64(207.439), 'score': np.float64(0.739), 'speaker': 'SPEAKER_01'}, {'word': 'You', 'start': np.float64(207.82), 'end': np.float64(207.9), 'score': np.float64(0.971), 'speaker': 'SPEAKER_01'}, {'word': ""didn't"", 'start': np.float64(207.92), 'end': np.float64(208.04), 'score': np.float64(0.683), 'speaker': 'SPEAKER_01'}, {'word': 'have', 'start': np.float64(208.08), 'end': np.float64(208.18), 'score': np.float64(0.951), 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': np.float64(208.24), 'end': np.float64(208.26), 'score': np.float64(0.829), 'speaker': 'SPEAKER_01'}, {'word': 'mom.', 'start': np.float64(208.3), 'end': np.float64(208.741), 'score': np.float64(0.894), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
208.801,210.624,Your mom passed away when you were so young.,"[{'word': 'Your', 'start': np.float64(208.801), 'end': np.float64(209.142), 'score': np.float64(0.174), 'speaker': 'SPEAKER_01'}, {'word': 'mom', 'start': np.float64(209.162), 'end': np.float64(209.262), 'score': np.float64(0.521), 'speaker': 'SPEAKER_01'}, {'word': 'passed', 'start': np.float64(209.302), 'end': np.float64(209.542), 'score': np.float64(0.488), 'speaker': 'SPEAKER_01'}, {'word': 'away', 'start': np.float64(209.562), 'end': np.float64(209.722), 'score': np.float64(0.704), 'speaker': 'SPEAKER_01'}, {'word': 'when', 'start': np.float64(209.743), 'end': np.float64(209.823), 'score': np.float64(0.85), 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': np.float64(209.863), 'end': np.float64(209.923), 'score': np.float64(0.988), 'speaker': 'SPEAKER_01'}, {'word': 'were', 'start': np.float64(209.943), 'end': np.float64(210.063), 'score': np.float64(0.809), 'speaker': 'SPEAKER_01'}, {'word': 'so', 'start': np.float64(210.103), 'end': np.float64(210.303), 'score': np.float64(0.958), 'speaker': 'SPEAKER_01'}, {'word': 'young.', 'start': np.float64(210.343), 'end': np.float64(210.624), 'score': np.float64(0.89), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
210.944,211.185,Right.,"[{'word': 'Right.', 'start': np.float64(210.944), 'end': np.float64(211.185), 'score': np.float64(0.783), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
211.685,218.896,"So I, and I'm so much of a fixer that I just decided to turn to professionals.","[{'word': 'So', 'start': np.float64(211.685), 'end': np.float64(212.066), 'score': np.float64(0.998), 'speaker': 'SPEAKER_01'}, {'word': 'I,', 'start': np.float64(212.086), 'end': np.float64(212.126), 'score': np.float64(0.996), 'speaker': 'SPEAKER_01'}, {'word': 'and', 'start': np.float64(213.588), 'end': np.float64(213.668), 'score': np.float64(0.95), 'speaker': 'SPEAKER_01'}, {'word': ""I'm"", 'start': np.float64(214.009), 'end': np.float64(214.129), 'score': np.float64(0.909), 'speaker': 'SPEAKER_01'}, {'word': 'so', 'start': np.float64(214.289), 'end': np.float64(214.409), 'score': np.float64(0.948), 'speaker': 'SPEAKER_01'}, {'word': 'much', 'start': np.float64(214.449), 'end': np.float64(214.59), 'score': np.float64(0.885), 'speaker': 'SPEAKER_01'}, {'word': 'of', 'start': np.float64(214.61), 'end': np.float64(214.87), 'score': np.float64(0.804), 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': np.float64(215.09), 'end': np.float64(215.11), 'score': np.float64(0.984), 'speaker': 'SPEAKER_01'}, {'word': 'fixer', 'start': np.float64(215.251), 'end': np.float64(215.791), 'score': np.float64(0.906), 'speaker': 'SPEAKER_01'}, {'word': 'that', 'start': np.float64(215.831), 'end': np.float64(216.853), 'score': np.float64(0.98), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(216.933), 'end': np.float64(217.013), 'score': np.float64(0.913), 'speaker': 'SPEAKER_01'}, {'word': 'just', 'start': np.float64(217.073), 'end': np.float64(217.254), 'score': np.float64(0.987), 'speaker': 'SPEAKER_01'}, {'word': 'decided', 'start': np.float64(217.294), 'end': np.float64(217.674), 'score': np.float64(0.864), 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': np.float64(217.714), 'end': np.float64(217.774), 'score': np.float64(0.751), 'speaker': 'SPEAKER_01'}, {'word': 'turn', 'start': np.float64(217.834), 'end': np.float64(218.075), 'score': np.float64(0.851), 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': np.float64(218.095), 'end': np.float64(218.155), 'score': np.float64(0.786), 'speaker': 'SPEAKER_01'}, {'word': 'professionals.', 'start': np.float64(218.215), 'end': np.float64(218.896), 'score': np.float64(0.891), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
219.236,224.404,"But the fact that I turned to professionals, we made a lot of bad decisions.","[{'word': 'But', 'start': np.float64(219.236), 'end': np.float64(219.497), 'score': np.float64(0.837), 'speaker': 'SPEAKER_01'}, {'word': 'the', 'start': np.float64(219.537), 'end': np.float64(219.998), 'score': np.float64(0.96), 'speaker': 'SPEAKER_01'}, {'word': 'fact', 'start': np.float64(220.038), 'end': np.float64(220.298), 'score': np.float64(0.836), 'speaker': 'SPEAKER_01'}, {'word': 'that', 'start': np.float64(220.358), 'end': np.float64(220.598), 'score': np.float64(0.868), 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': np.float64(220.638), 'end': np.float64(220.799), 'score': np.float64(0.628), 'speaker': 'SPEAKER_01'}, {'word': 'turned', 'start': np.float64(220.859), 'end': np.float64(221.079), 'score': np.float64(0.842), 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': np.float64(221.099), 'end': np.float64(221.159), 'score': np.float64(0.744), 'speaker': 'SPEAKER_01'}, {'word': 'professionals,', 'start': np.float64(221.219), 'end': np.float64(222.041), 'score': np.float64(0.861), 'speaker': 'SPEAKER_01'}, {'word': 'we', 'start': np.float64(222.121), 'end': np.float64(222.221), 'score': np.float64(0.981), 'speaker': 'SPEAKER_01'}, {'word': 'made', 'start': np.float64(222.261), 'end': np.float64(222.401), 'score': np.float64(0.851), 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': np.float64(222.441), 'end': np.float64(222.481), 'score': np.float64(0.47), 'speaker': 'SPEAKER_01'}, {'word': 'lot', 'start': np.float64(222.862), 'end': np.float64(223.082), 'score': np.float64(0.949), 'speaker': 'SPEAKER_01'}, {'word': 'of', 'start': np.float64(223.122), 'end': np.float64(223.162), 'score': np.float64(0.654), 'speaker': 'SPEAKER_01'}, {'word': 'bad', 'start': np.float64(223.182), 'end': np.float64(223.342), 'score': np.float64(0.631), 'speaker': 'SPEAKER_01'}, {'word': 'decisions.', 'start': np.float64(223.362), 'end': np.float64(224.404), 'score': np.float64(0.85), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
